#DATA: Variable:/CELL/MEMBRANE:Vm:Value
#SIZE: 5 6000
#LABEL: t	value	avg	min	max
#NOTE: 
#
#----------------------
6.999990234375000e+03	-8.198909759521484e+01	-8.201578521728516e+01	-8.204315185546875e+01	-8.198909759521484e+01	
7.000500000000000e+03	-8.204315185546875e+01	-8.206821441650391e+01	-8.209393310546875e+01	-8.204315185546875e+01	
7.001000000000000e+03	-8.209393310546875e+01	-8.211795043945312e+01	-8.214260101318359e+01	-8.209393310546875e+01	
7.001500000000000e+03	-8.214260101318359e+01	-8.216561126708984e+01	-8.218922424316406e+01	-8.214260101318359e+01	
7.002000000000000e+03	-8.218922424316406e+01	-8.221127319335938e+01	-8.223388671875000e+01	-8.218922424316406e+01	
7.002500000000000e+03	-8.223388671875000e+01	-8.225500488281250e+01	-8.227666473388672e+01	-8.223388671875000e+01	
7.003000000000000e+03	-8.227666473388672e+01	-8.229688262939453e+01	-8.231762695312500e+01	-8.227666473388672e+01	
7.003500000000000e+03	-8.231762695312500e+01	-8.233698272705078e+01	-8.235683441162109e+01	-8.231762695312500e+01	
7.004000000000000e+03	-8.235683441162109e+01	-8.237535858154297e+01	-8.239436340332031e+01	-8.235683441162109e+01	
7.004500000000000e+03	-8.239436340332031e+01	-8.241208648681641e+01	-8.243027496337891e+01	-8.239436340332031e+01	
7.005000000000000e+03	-8.243027496337891e+01	-8.244723510742188e+01	-8.246462249755859e+01	-8.243027496337891e+01	
7.005500000000000e+03	-8.246462249755859e+01	-8.248085021972656e+01	-8.249748229980469e+01	-8.246462249755859e+01	
7.006000000000000e+03	-8.249748229980469e+01	-8.251299285888672e+01	-8.252890014648438e+01	-8.249748229980469e+01	
7.006500000000000e+03	-8.252890014648438e+01	-8.254373168945312e+01	-8.255893707275391e+01	-8.252890014648438e+01	
7.007000000000000e+03	-8.255893707275391e+01	-8.257311248779297e+01	-8.258764648437500e+01	-8.255893707275391e+01	
7.007500000000000e+03	-8.258764648437500e+01	-8.260118865966797e+01	-8.261507415771484e+01	-8.258764648437500e+01	
7.008000000000000e+03	-8.261507415771484e+01	-8.262801361083984e+01	-8.264128112792969e+01	-8.261507415771484e+01	
7.008500000000000e+03	-8.264128112792969e+01	-8.265364074707031e+01	-8.266630554199219e+01	-8.264128112792969e+01	
7.009000000000000e+03	-8.266630554199219e+01	-8.267810821533203e+01	-8.269020080566406e+01	-8.266630554199219e+01	
7.009500000000000e+03	-8.269020080566406e+01	-8.270146942138672e+01	-8.271301269531250e+01	-8.269020080566406e+01	
7.010000000000000e+03	-8.271301269531250e+01	-8.272376251220703e+01	-8.273477172851562e+01	-8.271301269531250e+01	
7.010500000000000e+03	-8.273477172851562e+01	-8.274503326416016e+01	-8.275553894042969e+01	-8.273477172851562e+01	
7.011000000000000e+03	-8.275553894042969e+01	-8.276531982421875e+01	-8.277533721923828e+01	-8.275553894042969e+01	
7.011500000000000e+03	-8.277533721923828e+01	-8.278466796875000e+01	-8.279421997070312e+01	-8.277533721923828e+01	
7.012000000000000e+03	-8.279421997070312e+01	-8.280310821533203e+01	-8.281221008300781e+01	-8.279421997070312e+01	
7.012500000000000e+03	-8.281221008300781e+01	-8.282067871093750e+01	-8.282935333251953e+01	-8.281221008300781e+01	
7.013000000000000e+03	-8.282935333251953e+01	-8.283742523193359e+01	-8.284568786621094e+01	-8.282935333251953e+01	
7.013500000000000e+03	-8.284568786621094e+01	-8.285337066650391e+01	-8.286123657226562e+01	-8.284568786621094e+01	
7.014000000000000e+03	-8.286123657226562e+01	-8.286854553222656e+01	-8.287602996826172e+01	-8.286123657226562e+01	
7.014500000000000e+03	-8.287602996826172e+01	-8.288298797607422e+01	-8.289011383056641e+01	-8.287602996826172e+01	
7.015000000000000e+03	-8.289011383056641e+01	-8.289672851562500e+01	-8.290350341796875e+01	-8.289011383056641e+01	
7.015500000000000e+03	-8.290350341796875e+01	-8.290979003906250e+01	-8.291622924804688e+01	-8.290350341796875e+01	
7.016000000000000e+03	-8.291622924804688e+01	-8.292221069335938e+01	-8.292832946777344e+01	-8.291622924804688e+01	
7.016500000000000e+03	-8.292832946777344e+01	-8.293400573730469e+01	-8.293981933593750e+01	-8.292832946777344e+01	
7.017000000000000e+03	-8.293981933593750e+01	-8.294521331787109e+01	-8.295072937011719e+01	-8.293981933593750e+01	
7.017500000000000e+03	-8.295072937011719e+01	-8.295584869384766e+01	-8.296108245849609e+01	-8.295072937011719e+01	
7.018000000000000e+03	-8.296108245849609e+01	-8.296593475341797e+01	-8.297090148925781e+01	-8.296108245849609e+01	
7.018500000000000e+03	-8.297090148925781e+01	-8.297550201416016e+01	-8.298020935058594e+01	-8.297090148925781e+01	
7.019000000000000e+03	-8.298020935058594e+01	-8.298457336425781e+01	-8.298902893066406e+01	-8.298020935058594e+01	
7.019500000000000e+03	-8.298902893066406e+01	-8.299315643310547e+01	-8.299738311767578e+01	-8.298902893066406e+01	
7.020000000000000e+03	-8.299738311767578e+01	-8.300128936767578e+01	-8.300528717041016e+01	-8.299738311767578e+01	
7.020500000000000e+03	-8.300528717041016e+01	-8.300897979736328e+01	-8.301276397705078e+01	-8.300528717041016e+01	
7.021000000000000e+03	-8.301276397705078e+01	-8.301625823974609e+01	-8.301982879638672e+01	-8.301276397705078e+01	
7.021500000000000e+03	-8.301982879638672e+01	-8.302313232421875e+01	-8.302650451660156e+01	-8.301982879638672e+01	
7.022000000000000e+03	-8.302650451660156e+01	-8.302961730957031e+01	-8.303280639648438e+01	-8.302650451660156e+01	
